id	title	page_start	page_end	year	citations	conference	keywords
1594417	Modular Verification of Distributed Systems.	396	410	1985	0	International Conference on Distributed Computing Systems	['Computer science', 'Intelligent verification', 'Modular design', 'Distributed computing']
1596311	Similarity Search in Moving Object Trajectories.			2009	8	Conference on Management of Data	['Data mining', 'Computer science', 'Information and Communications Technology', 'Nearest neighbor search', 'Empirical research', 'Trajectory', 'Biological sequence alignment']
1600357	3D Ear Analysis by an EGI Representation	136	150	2014	2	Biometals	['Anatomy', 'Authentication', 'Inorganic chemistry', 'Uniform distribution (continuous)', 'Chemistry', 'Convex hull', 'Artificial intelligence', 'Human head', 'Geometry and topology', 'Pattern recognition', 'Regular polygon', 'Gaussian', 'Biometrics']
1601417	DISCRIMINATIVE TRAINING AND MAXIMUM LIKELIHOOD DETECTOR FOR SPEAKER IDENTIFICATION			2003	0	Conference of the International Speech Communication Association	['Speaker identification', 'Feature vector', 'Pattern recognition', 'Computer science', 'Utterance', 'Linear subspace', 'Speech recognition', 'Artificial intelligence', 'Decision theory', 'Discriminative model', 'Probability density function', 'Maximum likelihood detector']
1601902	Random indexing distributional semantic models for Croatian language	411	418	2011	1	Text, Speech and Dialogue	['Semantic similarity', 'Similarity measure', 'Expression (mathematics)', 'Random indexing', 'Computer science', 'Computational semantics', 'Artificial intelligence', 'Natural language processing', 'Semantic computing', 'Semantic compression', 'Scalability']
1602910	Human Body Region Extraction from Photos	473	476	2007	7	Journal of Machine Vision and Applications	['Computer vision', 'Torso', 'Pattern recognition', 'GrabCut', 'Image segmentation', 'Artificial intelligence', 'Detector', 'Mathematics']
1603316	A System That Supports Using Student-Drawn Diagrams to Assess Comprehension of Mathematical Formulas	100	102	2002	7	Lecture Notes in Computer Science	['Computer science', 'Communications system', 'Image processing', 'Educational assessment', 'Human–computer interaction', 'Learning environment', 'Artificial intelligence', 'Sketch', 'Distributed computing', 'Graphics', 'Information technology', 'Digital image processing', 'Machine learning']
1603800	On Key Changeable ID-Based Digital Signature Scheme.	381	386	1996	0	Journal of Information Science and Engineering	['Computer science', 'Computer network', 'Digital signature', 'Blind signature']
1604202	Generation and Reorganization of Subtype Hierarchies.	26	35	1996	13	Journal of Object-oriented Programming	['Programming language', 'Computer science', 'Hierarchy']
1604754	Segmentation, differentiation, and flexible pricing: experiences with information technology and segment-tailored strategies	9	36	1994	76	Journal of Management Information Systems	['Information system', 'Market segmentation', 'Computer science', 'Information technology', 'Cost leadership', 'Knowledge management', 'Value of information', 'Pricing strategies', 'Information infrastructure', 'Competitor analysis']
1605429	BACKGROUND MODELING WITH MOTION CRITERION AND MULTI-MODAL SUPPORT	419	422	2016	1	International Conference on Computer Vision Theory and Applications	['Computer vision', 'Pattern recognition', 'Computer science', 'Artificial intelligence', 'Modal']
1605552	Compositional hazard analysis of UML component and deployment models	166	179	2004	45	International Conference on Computer Safety, Reliability, and Security	['Software design', 'UML tool', 'Systems engineering', 'Computer science', 'Software system', 'Applications of UML', 'Component-based software engineering', 'Software quality', 'Shlaer–Mellor method', 'Software development']
1606389	On the Meaning Representation of Fuzzy Words	258	265	2013	1	Workshop on Chinese Lexical Semantics	['Fuzzy logic', 'Artificial intelligence', 'Natural language processing', 'Type-2 fuzzy sets and systems', 'Mathematics']
1607723	Fast and Scalable, Lock-Free k-FIFO Queues	208	223	2013	19	Parallel Computing Technologies	['Control theory', 'Shared memory', 'Non-blocking algorithm', 'Computer science', 'Parallel computing', 'Queue', 'Transitive closure', 'Double-ended queue', 'Scalability', 'Distributed computing', 'Bounded function']
1608965	Visual Modelling of Complex Systems: Towards an Abstract Machine for PORGY	183	193	2014	7	Conference on Computability in Europe	['Complex system', 'Graph', 'Operational semantics', 'Programming language', 'Computer science', 'Theoretical computer science', 'Graph rewriting', 'Abstract machine', 'Semantics']
1609104	Consulting – a Creativity-Intensive Process? Insights from an Exploratory Case Study			2012	2	Americas Conference on Information Systems	['Parallels', 'Business process', 'Computer science', 'Knowledge management', 'Creativity', 'Management science']
1610527	Speech processing in car environment.			1989	0	Conference of the International Speech Communication Association	['Speech processing', 'Computer science', 'Voice activity detection', 'Speech recognition', 'Speech technology']
1613350	Qualitative modeling in the Turbojet engine domain	283	287	1984	11	National Conference on Artificial Intelligence	['Computer science', 'Simulation', 'Control engineering', 'Artificial intelligence', 'Machine learning', 'Turbojet', 'Causal model']
1614943	Learning from human errors: Prediction of phoneme confusions based on modified ASR training	1209	1212	2010	1	Conference of the International Speech Communication Association	['Perceptual linear prediction', 'Computer science', 'Utterance', 'Active listening', 'Speech recognition', 'Correlation', 'Artificial intelligence', 'Natural language processing', 'Speech perception', 'Phoneme recognition', 'Perception', 'Intelligibility (communication)']
1616176	A Distributed Algorithm for Allocation of Resources to Process Groups with Acyclic Graph.	801	805	1997	2	Parallel and Distributed Processing Techniques and Applications	"['Distributed minimum spanning tree', 'Computer science', 'Parallel computing', 'Directed acyclic graph', 'Theoretical computer science', 'Resource allocation', 'Distributed algorithm', ""Suurballe's algorithm"", 'Distributed computing']"
1619002	Improved Arabic-French Machine Translation through Preprocessing Schemes and Language Analysis	308	314	2013	3	Canadian Conference on Artificial Intelligence	['BLEU', 'Arabic', 'Language analysis', 'Computer science', 'Machine translation', 'Machine translation system', 'Parallel corpora', 'Speech recognition', 'Preprocessor', 'Artificial intelligence', 'Natural language processing']
1621029	A new approach to fuzzy clustering.	268	273	2000	9	Computers and Their Applications	['Canopy clustering algorithm', 'Fuzzy clustering', 'Data mining', 'CURE data clustering algorithm', 'Correlation clustering', 'Computer science', 'Parallel computing', 'FLAME clustering', 'Conceptual clustering', 'Cluster analysis', 'Brown clustering']
1626643	A multilingual medical thesaurus browser for patients and medical content managers.	333	337	2001	1	Studies in health technology and informatics	['World Wide Web', 'Information retrieval', 'Medicine']
1627074	Space Representation and Object Positioning in Natural Language Driven Image Generation.	207	214	1984	2	Artificial Intelligence: Methodology, Systems, Applications	['Image generation', 'Computer science', 'Natural language', 'Artificial intelligence', 'Natural language processing']
1627759	DIGITAL FX!32: combining emulation and binary translation	3	12	1997	191	Digital Technical Journal	['Computer architecture', 'Interprocedural optimization', 'Windows NT', 'Computer science', 'Control flow', 'Parallel computing', 'Compiler', 'Binary translation', 'Software', 'Emulation', 'Executable']
1627762	Efficient Utilization of Zoned-Disk Bandwidth for Video Servers.	399	416	1997	1	Journal of Information Science and Engineering	['Server farm', 'Computer science', 'Server', 'Computer network', 'Bandwidth (signal processing)']
1630115	A face-to-muscle inversion of a biomechanical face model for audiovisual and motor control research	1511	1514	2001	0	Conference of the International Speech Communication Association	['Muscle activity', 'Kinematics', 'Computer science', 'Inversion (meteorology)', 'Mean squared error', 'Artificial intelligence', 'Computer facial animation', 'Computer vision', 'Trial and error', 'Pattern recognition', 'Motor control', 'Speech recognition', 'Animation']
1632847	A Framework for Distributed Decision Support Multi-Agent Intelligent System.	158	164	2008	4	International Conference on Artificial Intelligence	['Marketing and artificial intelligence', 'Intelligent decision support system', 'Computer science', 'Decision support system', 'Distributed decision', 'R-CAST', 'Decision engineering', 'Process management']
1634188	A Solution for the Naming Problem for Name-Centric Services	214	227	2014	1	Wired/Wireless Internet Communications	['IPv6', 'Service management', 'Wireless', 'Computer science', 'Computer network', 'Dynamic Host Configuration Protocol', 'Systems development life cycle', 'Content centric networking', 'Structuring', 'Service-oriented architecture']
1634989	Modeling for Optimal Probability Prediction	650	657	2002	43	International Conference on Machine Learning	['Data mining', 'Computer science', 'Logistic model tree', 'Artificial intelligence', 'Machine learning']
1635677	A Multi-level Routing Algorithms Based on Fixed Radio Wave Radius.	257	261	2010	0	International Conference on Wireless Networks	['Equal-cost multi-path routing', 'Multipath routing', 'Link-state routing protocol', 'Dynamic Source Routing', 'Computer science', 'Path vector protocol', 'Static routing', 'Destination-Sequenced Distance Vector routing', 'Computer network', 'Routing table', 'Distributed computing']
1635983	Automated Tongue Segmentation Based on 2D Gabor Filters and Fast Marching	328	335	2013	4	International Conference on Intelligent Science and Big Data Engineering	['Active contour model', 'Computer vision', 'Segmentation', 'Edge detection', 'Computer science', 'Fast marching method', 'Augmented Lagrangian method', 'Vector flow', 'Artificial intelligence', 'Initialization', 'Edge enhancement']
1636364	Research Dimensions in Information Seeking of Music: A Plea for the Socio-technical Perspective	722	732	2014	1	European Conference on Information Literacy	['Everyday life information seeking', 'Social psychology', 'Information behavior', 'Information seeking', 'Information science', 'Knowledge management', 'Psychology', 'Information literacy', 'Plea', 'Sociotechnical system', 'Socio-cognitive']
1637245	On the Optimality of Elia's Algorithm for Performing Best-Match Searches.	678	681	1974	31	IFIP Congress	['Mathematical optimization', 'Computer science', 'Algorithm']
1638427	Focused Crawling Using Vision-Based Page Segmentation	1	12	2012	3	International Conference on Information Systems, Technology and Management	['Web mining', 'Crawling', 'Information retrieval', 'Web page', 'Computer science', 'Segmentation', 'Vision based', 'Hyperlink', 'Empirical research']
